"hhid","h04_sex","h13_did_work","h14_cls_wkr","hgc"
"2920400000000053204",2,1,1,"Bachelor Level Education Graduate"
"783400000000031834",2,1,4,"JHS Graduate"
"783500000000031835",2,2,"","Grade 1 to Grade 6/7"
"1541600000000039416",2,2,"","Grade 1 to Grade 6/7"
"2571900000000049719",2,2,"","Elementary Graduate"
"2920500000000053205",2,2,"","Grade 1 to Grade 6/7"
"1541900000000039419",2,2,"","JHS Undergraduate"
"1542000000000039420",2,2,"","Elementary Graduate"
"3195400000000055954",2,2,"","Bachelor Level Education Undergrad"
"3412300000000058123",2,1,1,"Bachelor Level Education Undergrad"
"3412400000000058124",2,2,"","JHS Undergraduate"
"2920900000000053209",2,2,"","Elementary Graduate"
"2126000000000045260",2,2,"","Grade 1 to Grade 6/7"
"3561800000000059618",2,1,0,"Bachelor Level Education Undergrad"
"784700000000031847",2,2,"","JHS Graduate"
"784800000000031848",2,2,"","JHS Graduate"
"3195800000000055958",2,2,"","Elementary Graduate"
"785000000000031850",2,1,2,"Bachelor Level Education Graduate"
"785100000000031851",2,1,3,"Elementary Graduate"
"785200000000031852",2,2,"","Bachelor Level Education Graduate"
"1542800000000039428",2,1,3,"JHS Undergraduate"
"3412600000000058126",2,1,3,"JHS Graduate"
"3196000000000055960",2,1,1,"Bachelor Level Education Graduate"
"3956900000000063569",2,2,"","Elementary Graduate"
"3196200000000055962",2,1,3,"JHS Graduate"
"3412800000000058128",2,1,0,"JHS Graduate"
"785900000000031859",2,1,2,"Bachelor Level Education Graduate"
"1543400000000039434",2,1,3,"Short Cycle Tertiary Education Graduate"
"2921700000000053217",2,1,3,"Grade 1 to Grade 6/7"
"786200000000031862",2,2,"","Bachelor Level Education Undergrad"
"786300000000031863",2,1,3,"Bachelor Level Education Graduate"
"786400000000031864",2,1,4,"Grade 1 to Grade 6/7"
"786500000000031865",2,1,1,"JHS Graduate"
"1543600000000039436",2,1,3,"Grade 1 to Grade 6/7"
"786700000000031867",2,1,1,"Post Secondary/Non Tertiary Education Undergrad"
"786800000000031868",2,1,3,"JHS Graduate"
"2126900000000045269",2,2,"","Grade 1 to Grade 6/7"
"787000000000031870",2,1,2,"Bachelor Level Education Graduate"
"3562000000000059620",2,1,1,"Bachelor Level Education Undergrad"
"2921900000000053219",2,1,4,"JHS Undergraduate"
"3669700000000060697",2,2,"","JHS Graduate"
"1544100000000039441",2,1,2,"Bachelor Level Education Graduate"
"3562200000000059622",2,1,3,"Doctoral Level Education Graduate"
"787600000000031876",2,1,6,"Grade 1 to Grade 6/7"
"1544300000000039443",2,1,3,"Grade 1 to Grade 6/7"
"3562300000000059623",2,1,0,"Post Secondary/Non Tertiary Education Undergrad"
"1544500000000039445",2,1,3,"Grade 1 to Grade 6/7"
"2573800000000049738",2,1,3,"JHS Graduate"
"3846000000000062460",2,1,1,"JHS Graduate"
"788200000000031882",2,2,"","No Grade Completed"
"3413400000000058134",2,1,3,"JHS Undergraduate"
"788400000000031884",2,1,3,"Bachelor Level Education Graduate"
"3562500000000059625",2,1,0,"Bachelor Level Education Undergrad"
"788600000000031886",2,1,3,"Bachelor Level Education Graduate"
"3846100000000062461",2,1,3,"JHS Graduate"
"2574300000000049743",2,1,6,"Bachelor Level Education Graduate"
"788900000000031889",2,1,4,"JHS Undergraduate"
"789000000000031890",2,2,"","Bachelor Level Education Graduate"
"3413700000000058137",2,2,"","JHS Graduate"
"2574500000000049745",2,1,1,"Grade 1 to Grade 6/7"
"789300000000031893",2,2,"","Grade 1 to Grade 6/7"
"3957000000000063570",2,1,3,"No Grade Completed"
"2922900000000053229",2,1,4,"JHS Undergraduate"
"2128500000000045285",2,2,"","Grade 1 to Grade 6/7"
"789700000000031897",2,1,1,"Elementary Graduate"
"3197400000000055974",2,1,0,"JHS Graduate"
"2923100000000053231",2,1,1,"Grade 1 to Grade 6/7"
"2575000000000049750",2,1,1,"JHS Graduate"
"2923200000000053232",2,2,"","Grade 1 to Grade 6/7"
"790200000000031902",2,1,1,"Short Cycle Tertiary Education Graduate"
"790300000000031903",2,1,3,"Bachelor Level Education Graduate"
"2129000000000045290",2,1,3,"Grade 1 to Grade 6/7"
"2923300000000053233",2,1,1,"Bachelor Level Education Graduate"
"2129200000000045292",2,1,3,"No Grade Completed"
"3413900000000058139",2,2,"","Short Cycle Tertiary Education Undergrad"
"3197600000000055976",2,1,3,"JHS Graduate"
"1546600000000039466",2,1,3,"No Grade Completed"
"2129500000000045295",2,2,"","JHS Graduate"
"4013000000000064130",2,2,"","Post Secondary/Non Tertiary Education Graduate"
"3197800000000055978",2,2,"","Elementary Graduate"
"791300000000031913",2,1,3,"Elementary Graduate"
"2575700000000049757",2,1,1,"JHS Graduate"
"1547100000000039471",2,1,2,"Bachelor Level Education Graduate"
"1547200000000039472",2,2,"","Bachelor Level Education Graduate"
"791700000000031917",2,1,2,"Bachelor Level Education Graduate"
"3414100000000058141",2,1,1,"Elementary Graduate"
"3562900000000059629",2,2,"","JHS Graduate"
"3414300000000058143",2,2,"","Grade 1 to Grade 6/7"
"792100000000031921",2,1,2,"Bachelor Level Education Undergrad"
"3414400000000058144",2,1,3,"Grade 1 to Grade 6/7"
"792300000000031923",2,1,2,"Bachelor Level Education Graduate"
"3198300000000055983",2,1,2,"Bachelor Level Education Graduate"
"792500000000031925",2,1,4,"JHS Undergraduate"
"3198400000000055984",2,2,"","Elementary Graduate"
"792700000000031927",2,1,2,"Bachelor Level Education Graduate"
"792800000000031928",2,2,"","Bachelor Level Education Graduate"
"2576400000000049764",2,1,3,"JHS Undergraduate"
"793000000000031930",2,1,2,"Elementary Graduate"
"2130600000000045306",2,1,3,"Grade 1 to Grade 6/7"
"793200000000031932",2,1,3,"Elementary Graduate"
"1548100000000039481",2,1,3,"JHS Graduate"
"3670200000000060702",2,1,3,"Bachelor Level Education Undergrad"
"793500000000031935",2,1,3,"Grade 1 to Grade 6/7"
"3563100000000059631",2,1,3,"JHS Graduate"
"1548400000000039484",2,1,3,"Elementary Graduate"
"793800000000031938",2,1,0,"JHS Graduate"
"3563200000000059632",2,2,"","Bachelor Level Education Undergrad"
"2131000000000045310",2,2,"","Grade 1 to Grade 6/7"
"3198800000000055988",2,1,2,"Bachelor Level Education Graduate"
"1548800000000039488",2,2,"","JHS Graduate"
"3414800000000058148",2,1,3,"JHS Undergraduate"
"2131300000000045313",2,1,0,"JHS Graduate"
"2131400000000045314",2,1,3,"Grade 1 to Grade 6/7"
"1549200000000039492",2,2,"","JHS Graduate"
"794700000000031947",2,1,3,"Bachelor Level Education Graduate"
"3670300000000060703",2,2,"","JHS Graduate"
"794900000000031949",2,2,"","Elementary Graduate"
"795000000000031950",2,2,"","Elementary Graduate"
"1549400000000039494",2,1,6,"Grade 1 to Grade 6/7"
"3199100000000055991",2,2,"","Elementary Graduate"
"3415000000000058150",2,2,"","JHS Graduate"
"2131800000000045318",2,2,"","Grade 1 to Grade 6/7"
"3911900000000063119",2,1,3,"Bachelor Level Education Graduate"
"795600000000031956",2,2,"","Grade 1 to Grade 6/7"
"2132000000000045320",2,1,3,"JHS Undergraduate"
"795800000000031958",2,1,3,"JHS Undergraduate"
"1550000000000039500",2,1,3,"Grade 1 to Grade 6/7"
"2925300000000053253",2,1,3,"Bachelor Level Education Graduate"
"2925400000000053254",2,1,2,"Bachelor Level Education Graduate"
"3802200000000062022",2,2,"","Elementary Graduate"
"796300000000031963",2,2,"","Bachelor Level Education Graduate"
"2577700000000049777",2,2,"","JHS Undergraduate"
"3912000000000063120",2,1,2,"Bachelor Level Education Graduate"
"2577900000000049779",2,1,3,"Elementary Graduate"
"3415400000000058154",2,1,0,"JHS Graduate"
"3563700000000059637",2,2,"","Post Secondary/Non Tertiary Education Undergrad"
"2132900000000045329",2,2,"","Grade 1 to Grade 6/7"
"2578200000000049782",2,1,1,"Bachelor Level Education Graduate"
"2925900000000053259",2,1,3,"Grade 1 to Grade 6/7"
"797200000000031972",2,1,3,"Elementary Graduate"
"2133200000000045332",2,1,2,"Bachelor Level Education Graduate"
"3199800000000055998",2,2,"","Bachelor Level Education Graduate"
"2926100000000053261",2,2,"","Grade 1 to Grade 6/7"
"3415600000000058156",2,2,"","JHS Undergraduate"
"3957200000000063572",2,1,3,"JHS Undergraduate"
"3415800000000058158",2,1,0,"Grade 1 to Grade 6/7"
"1551800000000039518",2,1,3,"JHS Graduate"
"3746200000000061462",2,1,1,"Elementary Graduate"
"798100000000031981",2,1,6,"Grade 1 to Grade 6/7"
"798200000000031982",2,2,"","Grade 1 to Grade 6/7"
"2579000000000049790",2,2,"","Elementary Graduate"
"2134000000000045340",2,1,3,"Grade 1 to Grade 6/7"
"2134100000000045341",2,1,3,"JHS Graduate"
"798600000000031986",2,2,"","Bachelor Level Education Undergrad"
"798700000000031987",2,2,"","JHS Graduate"
"2134200000000045342",2,2,"","Grade 1 to Grade 6/7"
"2134300000000045343",2,2,"","Bachelor Level Education Graduate"
"1552500000000039525",2,1,3,"Grade 1 to Grade 6/7"
"3564000000000059640",2,2,"","Bachelor Level Education Graduate"
"799200000000031992",2,2,"","Grade 1 to Grade 6/7"
"3912200000000063122",2,1,1,"Bachelor Level Education Graduate"
"2926800000000053268",2,1,3,"JHS Undergraduate"
"3416200000000058162",2,1,3,"JHS Undergraduate"
"2134800000000045348",2,1,3,"Grade 1 to Grade 6/7"
"3882000000000062820",2,1,2,"JHS Graduate"
"799800000000031998",2,2,"","Grade 1 to Grade 6/7"
"2927100000000053271",2,2,"","JHS Undergraduate"
"2927200000000053272",2,1,3,"JHS Undergraduate"
"2135200000000045352",2,2,"","Bachelor Level Education Undergrad"
"800200000000032002",2,2,"","Grade 1 to Grade 6/7"
"800300000000032003",2,2,"","Elementary Graduate"
"3802700000000062027",2,2,"","No Grade Completed"
"3416500000000058165",2,1,3,"Bachelor Level Education Undergrad"
"2135500000000045355",2,2,"","Bachelor Level Education Graduate"
"3564400000000059644",2,2,"","Bachelor Level Education Graduate"
"1553900000000039539",2,2,"","Grade 1 to Grade 6/7"
"800900000000032009",2,1,1,"Grade 1 to Grade 6/7"
"1554000000000039540",2,1,3,"JHS Graduate"
"3201000000000056010",2,1,2,"JHS Undergraduate"
"2927700000000053277",2,1,3,"JHS Graduate"
"2580300000000049803",2,1,3,"Grade 1 to Grade 6/7"
"1554400000000039544",2,2,"","JHS Undergraduate"
"801500000000032015",2,2,"","Elementary Graduate"
"2580400000000049804",2,2,"","JHS Graduate"
"1554600000000039546",2,2,"","Grade 1 to Grade 6/7"
"2136100000000045361",2,1,2,"Bachelor Level Education Graduate"
"2580500000000049805",2,2,"","Bachelor Level Education Graduate"
"802000000000032020",2,1,3,"Grade 1 to Grade 6/7"
"2580600000000049806",2,2,"","Bachelor Level Education Undergrad"
"802200000000032022",2,1,3,"JHS Graduate"
"802300000000032023",2,1,3,"Grade 1 to Grade 6/7"
"3846900000000062469",2,1,2,"JHS Graduate"
"2927900000000053279",2,2,"","Bachelor Level Education Undergrad"
"2928000000000053280",2,2,"","JHS Undergraduate"
"3671300000000060713",2,1,1,"Short Cycle Tertiary Education Graduate"
"2136800000000045368",2,1,2,"Bachelor Level Education Graduate"
"3564700000000059647",2,2,"","Bachelor Level Education Graduate"
"3847000000000062470",2,2,"","Bachelor Level Education Graduate"
"803100000000032031",2,1,3,"Elementary Graduate"
"3201500000000056015",2,2,"","JHS Graduate"
"2928500000000053285",2,1,3,"Grade 1 to Grade 6/7"
"3417100000000058171",2,1,1,"Bachelor Level Education Undergrad"
"3417200000000058172",2,2,"","JHS Graduate"
"2928800000000053288",2,2,"","JHS Graduate"
"2928900000000053289",2,1,3,"JHS Undergraduate"
"803800000000032038",2,2,"","Elementary Graduate"
"803900000000032039",2,1,1,"Bachelor Level Education Undergrad"
"804000000000032040",2,1,2,"Bachelor Level Education Graduate"
"804100000000032041",2,2,"","JHS Undergraduate"
"3417300000000058173",2,1,1,"Bachelor Level Education Undergrad"
"2582000000000049820",2,2,"","Bachelor Level Education Graduate"
"1556500000000039565",2,2,"","No Grade Completed"
"2137900000000045379",2,1,3,"JHS Undergraduate"
"2929100000000053291",2,1,2,"JHS Undergraduate"
"1556800000000039568",2,1,3,"Bachelor Level Education Undergrad"
"3957300000000063573",2,1,3,"Grade 1 to Grade 6/7"
"3417500000000058175",2,1,3,"JHS Graduate"
"805000000000032050",2,1,2,"Grade 1 to Grade 6/7"
"3565000000000059650",2,1,2,"JHS Graduate"
"3565100000000059651",2,1,1,"JHS Graduate"
"3202300000000056023",2,2,"","Bachelor Level Education Undergrad"
"3882200000000062822",2,2,"","Grade 1 to Grade 6/7"
"2582800000000049828",2,1,3,"JHS Undergraduate"
"2582900000000049829",2,2,"","Grade 1 to Grade 6/7"
"3957400000000063574",2,1,0,"JHS Undergraduate"
"3671800000000060718",2,1,3,"Bachelor Level Education Graduate"
"3202700000000056027",2,1,3,"Bachelor Level Education Undergrad"
"3671900000000060719",2,2,"","JHS Graduate"
"2583400000000049834",2,2,"","Grade 1 to Grade 6/7"
"3672000000000060720",2,2,"","JHS Graduate"
"2139500000000045395",2,1,3,"JHS Graduate"
"2139600000000045396",2,2,"","Grade 1 to Grade 6/7"
"2583600000000049836",2,1,3,"Short Cycle Tertiary Education Graduate"
"806600000000032066",2,2,"","Grade 1 to Grade 6/7"
"1558600000000039586",2,1,2,"JHS Graduate"
"2583700000000049837",2,1,0,"Grade 1 to Grade 6/7"
"2583800000000049838",2,1,3,"JHS Undergraduate"
"2583900000000049839",2,1,3,"Grade 1 to Grade 6/7"
"4020400000000064204",2,1,3,"No Grade Completed"
"3418400000000058184",2,2,"","JHS Graduate"
"2930500000000053305",2,2,"","Grade 1 to Grade 6/7"
"2930600000000053306",2,1,4,"Grade 1 to Grade 6/7"
"3882500000000062825",2,2,"","Grade 1 to Grade 6/7"
"2930800000000053308",2,2,"","Grade 1 to Grade 6/7"
"2584600000000049846",2,1,3,"Grade 1 to Grade 6/7"
"2930900000000053309",2,1,3,"JHS Graduate"
"2931000000000053310",2,2,"","Grade 1 to Grade 6/7"
"2584900000000049849",2,2,"","Short Cycle Tertiary Education Graduate"
"808100000000032081",2,2,"","Grade 1 to Grade 6/7"
"2141100000000045411",2,2,"","No Grade Completed"
"1560100000000039601",2,1,3,"Grade 1 to Grade 6/7"
"1560200000000039602",2,2,"","JHS Graduate"
"3418600000000058186",2,1,1,"JHS Undergraduate"
"3203400000000056034",2,1,1,"Bachelor Level Education Undergrad"
"808700000000032087",2,1,3,"Grade 1 to Grade 6/7"
"808800000000032088",2,1,6,"JHS Undergraduate"
"2585200000000049852",2,1,3,"No Grade Completed"
"3957600000000063576",2,1,3,"Elementary Graduate"
"3803600000000062036",2,1,3,"Bachelor Level Education Graduate"
"809200000000032092",2,2,"","Elementary Graduate"
"1560800000000039608",2,1,3,"Grade 1 to Grade 6/7"
"809400000000032094",2,1,3,"JHS Graduate"
"809500000000032095",2,1,0,"Elementary Graduate"
"2141700000000045417",2,1,6,"Grade 1 to Grade 6/7"
"1561000000000039610",2,1,3,"Elementary Graduate"
"3203700000000056037",2,2,"","Grade 1 to Grade 6/7"
"2141900000000045419",2,2,"","Grade 1 to Grade 6/7"
"810000000000032100",2,1,3,"JHS Graduate"
"2931600000000053316",2,1,2,"Bachelor Level Education Graduate"
"3203800000000056038",2,2,"","Grade 1 to Grade 6/7"
"810300000000032103",2,1,1,"JHS Undergraduate"
"3203900000000056039",2,2,"","Grade 1 to Grade 6/7"
"810500000000032105",2,1,0,"JHS Graduate"
"2142300000000045423",2,1,3,"Grade 1 to Grade 6/7"
"2931900000000053319",2,1,3,"JHS Graduate"
"1561800000000039618",2,1,1,"Grade 1 to Grade 6/7"
"3418900000000058189",2,1,1,"Elementary Graduate"
"3747500000000061475",2,2,"","JHS Graduate"
"3566200000000059662",2,1,1,"Bachelor Level Education Graduate"
"1562200000000039622",2,2,"","Bachelor Level Education Graduate"
"2142800000000045428",2,2,"","Bachelor Level Education Graduate"
"2586300000000049863",2,1,3,"JHS Graduate"
"3803700000000062037",2,1,3,"Bachelor Level Education Graduate"
"811600000000032116",2,2,"","JHS Undergraduate"
"2143100000000045431",2,1,3,"JHS Graduate"
"3204400000000056044",2,1,1,"Bachelor Level Education Undergrad"
"2143300000000045433",2,1,3,"Grade 1 to Grade 6/7"
"812000000000032120",2,2,"","Grade 1 to Grade 6/7"
"3566400000000059664",2,2,"","JHS Graduate"
"2143500000000045435",2,1,2,"Bachelor Level Education Graduate"
"2932600000000053326",2,2,"","Grade 1 to Grade 6/7"
"3566500000000059665",2,1,3,"JHS Graduate"
"3419500000000058195",2,2,"","Elementary Graduate"
"812600000000032126",2,1,2,"JHS Undergraduate"
"3566600000000059666",2,1,1,"JHS Graduate"
"812800000000032128",2,1,0,"JHS Graduate"
"812900000000032129",2,2,"","Elementary Graduate"
"2144000000000045440",2,1,3,"JHS Undergraduate"
"3204900000000056049",2,1,0,"JHS Undergraduate"
"3205000000000056050",2,1,1,"JHS Graduate"
"3912700000000063127",2,1,3,"JHS Undergraduate"
"2587400000000049874",2,1,3,"Bachelor Level Education Graduate"
"2144500000000045445",2,1,6,"Grade 1 to Grade 6/7"
"813600000000032136",2,2,"","Elementary Graduate"
"3847800000000062478",2,2,"","Grade 1 to Grade 6/7"
"2933400000000053334",2,1,3,"Grade 1 to Grade 6/7"
"813900000000032139",2,2,"","Elementary Graduate"
"2933500000000053335",2,1,3,"JHS Undergraduate"
"2933600000000053336",2,1,3,"Grade 1 to Grade 6/7"
"814200000000032142",2,1,1,"Bachelor Level Education Graduate"
"3205300000000056053",2,2,"","Elementary Graduate"
"3957700000000063577",2,2,"","Elementary Graduate"
"814500000000032145",2,1,0,"JHS Undergraduate"
"2145200000000045452",2,1,1,"JHS Undergraduate"
"2588100000000049881",2,1,2,"Bachelor Level Education Graduate"
"3205500000000056055",2,1,3,"Elementary Graduate"
"814900000000032149",2,2,"","Elementary Graduate"
"2145500000000045455",2,2,"","Elementary Graduate"
"1565100000000039651",2,1,3,"No Grade Completed"
"815200000000032152",2,2,"","Elementary Graduate"
"2588300000000049883",2,1,2,"Elementary Graduate"
"1565300000000039653",2,1,2,"No Grade Completed"
"2145700000000045457",2,2,"","Grade 1 to Grade 6/7"
"815600000000032156",2,1,3,"Short Cycle Tertiary Education Graduate"
"3420000000000058200",2,1,1,"Bachelor Level Education Graduate"
"3882900000000062829",2,2,"","Grade 1 to Grade 6/7"
"2588600000000049886",2,2,"","Grade 1 to Grade 6/7"
"3804200000000062042",2,1,3,"JHS Undergraduate"
"1565900000000039659",2,1,3,"Elementary Graduate"
"3804300000000062043",2,2,"","Bachelor Level Education Graduate"
"1566100000000039661",2,1,3,"No Grade Completed"
"3206000000000056060",2,2,"","Bachelor Level Education Undergrad"
"2146400000000045464",2,1,3,"JHS Undergraduate"
"816600000000032166",2,2,"","JHS Graduate"
"2146500000000045465",2,2,"","Grade 1 to Grade 6/7"
"3206100000000056061",2,2,"","Elementary Graduate"
"3748300000000061483",2,1,1,"Elementary Graduate"
"3748400000000061484",2,1,2,"Bachelor Level Education Graduate"
"3206400000000056064",2,1,3,"Elementary Graduate"
"3206500000000056065",2,1,2,"Elementary Graduate"
"2935000000000053350",2,1,0,"Grade 1 to Grade 6/7"
"2589600000000049896",2,1,3,"Grade 1 to Grade 6/7"
"3206600000000056066",2,1,0,"Elementary Graduate"
"817600000000032176",2,1,2,"Master Level Education Undergrad"
"3748500000000061485",2,1,0,"JHS Undergraduate"
"3206800000000056068",2,1,3,"Elementary Graduate"
"2590000000000049900",2,1,1,"Elementary Graduate"
"3420700000000058207",2,2,"","Elementary Graduate"
"2935500000000053355",2,1,1,"JHS Undergraduate"
"818200000000032182",2,2,"","Bachelor Level Education Graduate"
"1567800000000039678",2,1,3,"No Grade Completed"
"3567600000000059676",2,2,"","JHS Graduate"
"3804400000000062044",2,2,"","Bachelor Level Education Graduate"
"1568100000000039681",2,1,3,"Grade 1 to Grade 6/7"
"3207200000000056072",2,1,0,"Elementary Graduate"
"2590600000000049906",2,1,2,"Bachelor Level Education Graduate"
"1568400000000039684",2,2,"","Grade 1 to Grade 6/7"
"3567800000000059678",2,2,"","JHS Undergraduate"
"3957800000000063578",2,1,0,"JHS Undergraduate"
"2590900000000049909",2,2,"","Grade 1 to Grade 6/7"
"819300000000032193",2,1,2,"Bachelor Level Education Graduate"
"3207500000000056075",2,1,1,"JHS Graduate"
"2591100000000049911",2,1,3,"Bachelor Level Education Graduate"
"2936200000000053362",2,2,"","Grade 1 to Grade 6/7"
"3207600000000056076",2,2,"","Bachelor Level Education Graduate"
"3207700000000056077",2,1,0,"JHS Graduate"
"819900000000032199",2,1,3,"Grade 1 to Grade 6/7"
"1569300000000039693",2,1,2,"JHS Graduate"
"3673800000000060738",2,1,1,"Bachelor Level Education Undergrad"
"1569500000000039695",2,1,3,"Grade 1 to Grade 6/7"
"2149200000000045492",2,1,3,"Elementary Graduate"
"3207900000000056079",2,1,1,"JHS Graduate"
"820500000000032205",2,1,2,"Master Level Education Undergrad"
"820600000000032206",2,2,"","Grade 1 to Grade 6/7"
"820700000000032207",2,2,"","Elementary Graduate"
"3208000000000056080",2,1,0,"Elementary Graduate"
"2591800000000049918",2,1,0,"JHS Graduate"
"821000000000032210",2,1,1,"Elementary Graduate"
"821100000000032211",2,1,3,"Grade 1 to Grade 6/7"
"3568100000000059681",2,1,1,"Bachelor Level Education Graduate"
"3208200000000056082",2,2,"","Grade 1 to Grade 6/7"
"2592100000000049921",2,1,1,"Bachelor Level Education Graduate"
"821500000000032215",2,1,3,"Elementary Graduate"
"2149900000000045499",2,1,2,"Grade 1 to Grade 6/7"
"1570400000000039704",2,1,3,"Grade 1 to Grade 6/7"
"821800000000032218",2,2,"","Grade 1 to Grade 6/7"
"3568200000000059682",2,1,1,"Bachelor Level Education Graduate"
"2150100000000045501",2,1,2,"Doctoral Level Education Graduate"
"822100000000032221",2,2,"","Elementary Graduate"
"2150200000000045502",2,2,"","Bachelor Level Education Graduate"
"822300000000032223",2,2,"","Short Cycle Tertiary Education Graduate"
"822400000000032224",2,2,"","Elementary Graduate"
"3208400000000056084",2,1,0,"Elementary Graduate"
"3568300000000059683",2,1,3,"Bachelor Level Education Undergrad"
"3208600000000056086",2,1,1,"Bachelor Level Education Undergrad"
"3937700000000063377",2,2,"","JHS Graduate"
"2937500000000053375",2,1,0,"JHS Undergraduate"
"2150800000000045508",2,2,"","Grade 1 to Grade 6/7"
"2592800000000049928",2,1,3,"Bachelor Level Education Graduate"
"2592900000000049929",2,1,0,"Grade 1 to Grade 6/7"
"3208800000000056088",2,1,3,"JHS Graduate"
"823400000000032234",2,1,1,"JHS Graduate"
"2151200000000045512",2,2,"","Grade 1 to Grade 6/7"
"3804700000000062047",2,1,3,"Post Secondary/Non Tertiary Education Graduate"
"3209000000000056090",2,2,"","JHS Undergraduate"
"823800000000032238",2,2,"","JHS Undergraduate"
"3209100000000056091",2,1,4,"Bachelor Level Education Graduate"
"2938000000000053380",2,2,"","Grade 1 to Grade 6/7"
"824100000000032241",2,1,4,"Elementary Graduate"
"3749000000000061490",2,1,0,"JHS Graduate"
"824300000000032243",2,1,6,"JHS Graduate"
"2593600000000049936",2,2,"","JHS Undergraduate"
"3674200000000060742",2,2,"","JHS Graduate"
"1572500000000039725",2,1,3,"JHS Graduate"
"824700000000032247",2,1,3,"Pre-School (Nursery/Kinder/Prep)"
"2593800000000049938",2,2,"","Bachelor Level Education Graduate"
"2593900000000049939",2,1,3,"JHS Undergraduate"
"3209400000000056094",2,1,2,"JHS Graduate"
"825100000000032251",2,2,"","Pre-School (Nursery/Kinder/Prep)"
"825200000000032252",2,1,1,"Bachelor Level Education Graduate"
"2938400000000053384",2,1,4,"JHS Undergraduate"
"2594200000000049942",2,1,0,"Grade 1 to Grade 6/7"
"2152500000000045525",2,1,0,"Grade 1 to Grade 6/7"
"2152600000000045526",2,2,"","Grade 1 to Grade 6/7"
"1573300000000039733",2,1,3,"Bachelor Level Education Graduate"
"825800000000032258",2,2,"","Elementary Graduate"
"2152700000000045527",2,1,1,"JHS Graduate"
"2152800000000045528",2,1,0,"Grade 1 to Grade 6/7"
"3913100000000063131",2,1,1,"JHS Graduate"
"826200000000032262",2,2,"","Elementary Graduate"
"1573700000000039737",2,1,2,"Bachelor Level Education Graduate"
"2153000000000045530",2,1,3,"Elementary Graduate"
"2153100000000045531",2,1,3,"JHS Undergraduate"
"826600000000032266",2,1,4,"Bachelor Level Education Graduate"
"3422100000000058221",2,1,2,"Bachelor Level Education Graduate"
"3422200000000058222",2,2,"","Bachelor Level Education Graduate"
"826900000000032269",2,2,"","Bachelor Level Education Graduate"
"827000000000032270",2,1,4,"JHS Graduate"
"4017100000000064171",2,1,1,"JHS Graduate"
"827200000000032272",2,1,3,"JHS Graduate"
"827300000000032273",2,1,3,"Bachelor Level Education Graduate"
"827400000000032274",2,1,3,"JHS Graduate"
"827500000000032275",2,1,3,"JHS Graduate"
"2153500000000045535",2,1,2,"Bachelor Level Education Undergrad"
"3209900000000056099",2,2,"","Elementary Graduate"
"827800000000032278",2,1,1,"Bachelor Level Education Graduate"
"827900000000032279",2,1,3,"Elementary Graduate"
"3422400000000058224",2,1,1,"JHS Graduate"
"2594900000000049949",2,1,0,"Bachelor Level Education Undergrad"
"2153900000000045539",2,1,1,"Grade 1 to Grade 6/7"
"3749300000000061493",2,2,"","JHS Undergraduate"
"828400000000032284",2,2,"","Elementary Graduate"
"3210200000000056102",2,1,1,"JHS Graduate"
"3569100000000059691",2,1,1,"Bachelor Level Education Graduate"
"2154300000000045543",2,1,2,"Bachelor Level Education Undergrad"
"3674600000000060746",2,1,3,"Bachelor Level Education Undergrad"
"2595400000000049954",2,1,3,"Bachelor Level Education Undergrad"
"3569300000000059693",2,1,1,"Bachelor Level Education Undergrad"
"2154700000000045547",2,1,1,"JHS Undergraduate"
"3913300000000063133",2,1,3,"Grade 1 to Grade 6/7"
"2595700000000049957",2,1,0,"JHS Undergraduate"
"2155000000000045550",2,1,3,"JHS Graduate"
"3674800000000060748",2,2,"","Bachelor Level Education Graduate"
"2155200000000045552",2,2,"","JHS Graduate"
"829700000000032297",2,1,3,"Bachelor Level Education Undergrad"
"3749500000000061495",2,1,3,"Short Cycle Tertiary Education Graduate"
"829900000000032299",2,1,4,"Bachelor Level Education Undergrad"
"2155400000000045554",2,1,3,"Bachelor Level Education Undergrad"
"3985800000000063858",2,1,3,"JHS Undergraduate"
"3211000000000056110",2,1,0,"JHS Undergraduate"
"830300000000032303",2,2,"","Bachelor Level Education Graduate"
"830400000000032304",2,1,3,"Bachelor Level Education Graduate"
"2940100000000053401",2,1,4,"Grade 1 to Grade 6/7"
"2596300000000049963",2,1,1,"Grade 1 to Grade 6/7"
"2155900000000045559",2,1,3,"Elementary Graduate"
"2156000000000045560",2,2,"","Grade 1 to Grade 6/7"
"3749700000000061497",2,2,"","Grade 1 to Grade 6/7"
"3913500000000063135",2,1,3,"No Grade Completed"
"3938000000000063380",2,2,"","JHS Graduate"
"2596700000000049967",2,2,"","Grade 1 to Grade 6/7"
"2596800000000049968",2,2,"","JHS Graduate"
"831400000000032314",2,1,0,"Grade 1 to Grade 6/7"
"2156600000000045566",2,2,"","JHS Undergraduate"
"3211400000000056114",2,2,"","Bachelor Level Education Undergrad"
"1577600000000039776",2,1,3,"Grade 1 to Grade 6/7"
"3211500000000056115",2,1,2,"Bachelor Level Education Graduate"
"3750000000000061500",2,1,3,"JHS Graduate"
"832000000000032320",2,1,0,"JHS Graduate"
"3570200000000059702",2,1,1,"Bachelor Level Education Undergrad"
"3570300000000059703",2,1,1,"Bachelor Level Education Undergrad"
"832300000000032323",2,2,"","Short Cycle Tertiary Education Graduate"
